# The name and comment audit of EA game code: one row per audited function (a later
# row for the same address supersedes an earlier one). Two blind lanes read each function;
# a reconciler compared them with its name and comments. tier: T1 EA text or confirmed
# TW06 name, T2 struct-bound and agreed, T3 agreed guess (fn_<address>_<Guess>), D demoted,
# - no name. decision: kept, renamed, tier3, demoted, unnamed. comments: ok, none,
# fixed:N, stripped:N. Progress: tools/match/auditprogress.py.
address	unit	name_before	name_after	tier	decision	comments	lane1	lane2	reconciler	date	notes
80116AA0	GameModeDriver	fn_80116AA0	fn_80116AA0	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: PGA slot of lbl_80193EAC; fn_801122D8 stores the result in n1C and fn_80116B60 dispatches panels 0..3 on it. "Whether a day may be picked" was wrong (it is the details-panel kind); "(or no season)" rested on nothing: fn_800F0428(0) is profile 0's tour.nEvent. Ignores both GetEventByDate flags (Findings). Later guess: PGA details-panel kind for a date
80116B60	GameModeDriver	fn_80116B60	fn_80116B60	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: PGA slot of lbl_80193EB8: line 1 both empty, line 2 "Dates:" + "start - end" of the event on nSelected, else fn_8011D280/4DC/658/858 by n1C 0..3 (other n1C: untouched)
80116CAC	GameModeDriver	fn_80116CAC	fn_80116CAC	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: start date of the tour's current event (fn_800EFD38) moved on by its round (fn_800D27CC "Moves a date on by nDays"); PGA slot of lbl_80193EC4; 0xFFFF (+round) with no event -> fn_80117188 season over
80116CE8	GameModeDriver	fn_80116CE8	fn_80116CE8	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: GetName of the event on nDate, else ""; PGA slot of lbl_80193EDC
80116D28	GameModeDriver	fn_80116D28	fn_80116D28	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: Session_SetGolfer(30, 0), fn_800E0B38(23) (game.h "set up game mode nMode"), then fn_800EF9D0 ("Skips ahead to tournament nEvent") on the event on nSelected; PGA slot of lbl_80193EF4 (CalendarScreen fn_8011243C). L1 found no caller. Later guess (L2 med): PGA start the selected day's event
80116D78	GameModeDriver	fn_80116D78	fn_80116D78	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: 1 if the event on nSelected differs from GetSelectedEvent ("The tournament profile 0 is on"); PGA slot of lbl_80193F00 (fn_8011247C). L1 found no caller
80116DD4	GameModeDriver	fn_80116DD4	fn_80116DD4	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: empty; RTE slot of lbl_80193ED0. Section comment line 387 checked here: ok
80116DD8	GameModeDriver	fn_80116DD8	fn_80116DD8	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: identical body to fn_801165B0 (January of nToday's year); RTE slot of lbl_80193E70
80116E3C	GameModeDriver	fn_80116E3C	fn_80116E3C	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: 1 when the shown month is January of nToday's year + 1; RTE slot of lbl_80193E7C (RTE pages one month further than PGA)
80116EA4	GameModeDriver	fn_80116EA4	fn_80116EA4	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: RTE slot of lbl_80193E88: clears sz, returns fn_800F1008(nId) = RTEvent.n14 or -1; never writes *pLook/*pButton; GetCalData result discarded. "award id" was wrong: the award id is RTEvent.nId at 0x10 (rte.h), this is n14
80116F0C	GameModeDriver	fn_80116F0C	fn_80116F0C	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: RTE slot of lbl_80193E94: line 1 "Today: %s" (RTClock_GetDateTimeString), line 2 fn_80117264(nToday). "header lines" -> "text lines (lbl_80193E94)" as fn_80116678
80116F80	GameModeDriver	fn_80116F80	fn_80116F80	-	unnamed	none	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: forwards to fn_80117264(nDate, sz), n unused; RTE slot of lbl_80193EA0
80116FA4	GameModeDriver	fn_80116FA4	fn_80116FA4	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: 5 before today, 6 after, 4 + (fn_800F102C() != 0) today; fn_800F102C returns 0, so today is always 4. RTE slot of lbl_80193EAC -> n1C, and fn_80117004 dispatches 4/5/6: "How a day's cell looks" was wrong (it is the details-panel kind; the cell look is *pLook from lbl_80193E88)
80117004	GameModeDriver	fn_80117004	fn_80117004	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: RTE slot of lbl_80193EB8: line 1 "Date:" + nSelected, line 2 both empty, else fn_8011D878/DA44/DC30 by n1C 4..6 (lines 1/2 swapped vs the PGA slot)
801170EC	GameModeDriver	fn_801170EC	fn_801170EC	-	unnamed	none	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: returns fn_800D2994() (the clock's date); RTE slot of lbl_80193EC4; same body as fn_80116578
8011710C	GameModeDriver	fn_8011710C	fn_8011710C	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: GameModeDriverRTE_GetName of the RTE event on nDate, else ""; RTE slot of lbl_80193EDC
8011714C	GameModeDriver	fn_8011714C	fn_8011714C	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: Session_SetGolfer(30, 0), fn_800E0B38(24), fn_800F0E3C ("Today's event becomes the current one", by GameModeDriverRTE_GetCurrentDate), return discarded; RTE slot of lbl_80193EF4. "the selected day's event" was wrong: nSelected is not read. L1 found no caller
80117180	GameModeDriver	fn_80117180	fn_80117180	-	unnamed	none	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: returns 0; RTE slot of lbl_80193F00. L1 found no caller
80117348	GameModeDriver	fn_80117348	fn_80117348	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: nFirstCell = weekday of the 1st (fn_800D27E0, 1..7) - 1, nEndCell = nFirstCell + days in month, nPrevMonthDays = days of the month before. Callers CalendarScreen paging and fn_80117188. Later guess: lay out the month grid (both high)
80117188	GameModeDriver	fn_80117188	fn_80117188	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: clears bSeasonOver; today = lbl_80193EC4[nDriver](); 0xFFFF -> end date of GetFinalEventOfSeason and bSeasonOver = 1; shows today's month; if nFirstCell + nDay > 35 (today's cell past cell 34) and the month is not December, shows the next month. "a day in the last row but one" was wrong. Section comment line 522 checked here: ok. Callers CalendarScreen fn_80112290, FE_PGATourMessages. Later guess: calendar init on today
801173F0	GameModeDriver	fn_801173F0	fn_801173F0	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: grid cell -> date (leading cells = previous month's last days, cells from nEndCell = next month's first days). game.h prototype comment "the date in a grid cell" ok
801174B8	GameModeDriver	fn_801174B8	fn_801174B8	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: 1 if nOther == nMonth + 1 or (12, 1); years not checked. Comment named parameters a/b that do not exist -> nMonth/nOther (meaning unchanged)
801174E4	GameModeDriver	fn_801174E4	fn_801174E4	-	unnamed	fixed:1	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: 1 if nOther == nMonth - 1 or (1, 12). Comment named a/b and left out the wrap -> nMonth/nOther, wrap stated
80117510	GameModeDriver	fn_80117510	fn_80117510	-	unnamed	ok	Sonnet 5 (audit-l1-S)	Opus 5.5 (audit-l2-S)	Opus 5.5 (audit-rec-S)	2026-09-24	agreed: date -> grid cell for the shown month, -1 if not shown; month compared without the year; only caller CalendarScreen fn_80112254 (nToday). fake match comment untouched. Off-by-one and unsigned compare in the next-month test (Findings)
800EACD8	GameMode5	fn_800EACD8	fn_800EACD8	-	unnamed	fixed:2	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: mode 5 init (GameRound case 5): installs pfnInit/Shutdown/1E4/EndGame/HoleFinished/210, nC=n10=1, clears the restart flag, list = lbl_80203554 x83. Later guess: GameMode5_Init (both lanes). Unit header (lines 1-2) checked here: fixed (dropped the unsupported "probably TW2004's Tiger Challenge"). Own comment fixed ("one player" rests only on gpGame->nC/n10 = 1, which the team modes set to 4; neither lane supports "player"). game.h:565 prototype "// mode 5": ok. Extern comments in the .c (lbl_80282310 text block, lbl_80282320 the mode's own GameFinished, lbl_8028231C HoleFinished): ok.
800EAD6C	GameMode5	fn_800EAD6C	fn_800EAD6C	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: calls and clears the saved (wrapped mode's) shutdown, nC=n10=1, restores options nC/nWind saved by fn_800EAF7C, clears the active flag. Later guess: GameMode5_Shutdown.
800EADD8	GameMode5	fn_800EADD8	fn_800EADD8	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: empty body; GameManager fn_800DCC30 calls it in a list of per-mode calls. No guess.
800EADDC	GameMode5	fn_800EADDC	fn_800EADDC	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: 'Cact' type-10 object -> copies v[0..2] into lbl_80203170[nChallenge-1] (only i < 83 checked), releases the object. Later guess (L2 med): LoadChallengeBallSpot. Comment fixed: fn_80048BDC is UKernel's 'Cact' handler, not "the course loader". port: note untouched. challenge.h:56 (ChallengeSpotRecord type comment) repeats "course loader": header, left for phase 3.
800EAE38	GameMode5	fn_800EAE38	fn_800EAE38	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: sets current (lbl_802822F4) and start (lbl_802822F8) index to p0; callers pass nChallenge-1. Later guess: SetChallengeIndex.
800EAE44	GameMode5	fn_800EAE44	fn_800EAE44	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: same, with the index of the first entry whose nGroup == nId (fn_800EAC94; 0 if none). Later guess: SelectChallengeGroup (L1 SetChallengeByID, L2 SelectChallenge).
800EAE6C	GameMode5	fn_800EAE6C	fn_800EAE6C	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: returns 29 (= the SaveProfile.aMedal[29] loop bound in fn_800EC4F0). L2 guess GetNumChallenges (med); L1 unsure which count. Count of challenge groups/medal slots.
800EAE74	GameMode5	fn_800EAE74	fn_800EAE74	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: registers 'PLY ' -> fn_800EAEEC and 'PLYs' -> fn_800EAF18. Later guess: GameMode5_RegisterStreamClients (both; same caller list as GameModeDriverPGATour_RegisterStreamClients).
800EAEB8	GameMode5	fn_800EAEB8	fn_800EAEB8	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: unregisters 'PLY '/'PLYs'. Later guess: GameMode5_UnregisterStreamClients.
800EAEEC	GameMode5	fn_800EAEEC	fn_800EAEEC	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: 'PLY ' handler, copies the object into lbl_80203554 (clamped to its size). Later guess: LoadChallengeTable. Only comment is a port: note (untouched).
800EAF18	GameMode5	fn_800EAF18	fn_800EAF18	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: 'PLYs' handler, allocates lbl_80282310 and copies the text block in. Later guess: LoadChallengeText. Never frees an earlier block; releases the object only when the size is non-zero.
800EAF7C	GameMode5	fn_800EAF7C	fn_800EAF7C	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: sets up entry lbl_802822F4 as a round (options saved, mode/course/holes/tees/pins/CPU opponents, pre-seeded strokes per nTargetKind/nHoleKind, group totals reset or added), then saves the mode's 6 hooks and installs this unit's. Later guess: StartChallenge (both). Possible hang, see report.
800ED6F8	GameMode5	fn_800ED6F8	fn_800ED6F8	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: lbl_802811F0->b1C = 1, ->f18 = x0; callers pass Challenge.f54 (when b4D) and a replay time. Role of lbl_802811F0 unknown: no guess.
800EBEF0	GameMode5	fn_800EBEF0	fn_800EBEF0	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: bPlaceBall -> ball at lbl_80203170[cur]; nClubBits -> uBagMask rebuilt (0x2000000 always); b4D -> fn_800ED6F8(f54). Later guess: ApplyChallengeSetup (both).
800EBD28	GameMode5	fn_800EBD28	fn_800EBD28	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: pfn1E4 hook: b275 = 1, the saved pfn1E4, then fn_800EBEF0. "Hole start" comment kept: pfn1E4 is called from GM_InitForHole (TW06 name, GameManager.c:160).
800EBD60	GameMode5	fn_800EBD60	fn_800EBD60	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: pfnGameFinished hook: 0 while restarting; if the saved one says finished, adds the stage to the group totals, then starts the next group entry (0) or returns 1. Later guess: GameFinished hook / AdvanceChallengeGroup. Totals mutate even with bCheck (see report).
800EC170	GameMode5	fn_800EC170	fn_800EC170	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: posts lbl_801925F0[n][rand%3] on queue 7; n is the medal. Later guess: ShowMedalMessage. lbl_801925F0 data comment ("Per medal: three messages") checked here: ok.
800ED6F0	GameMode5	fn_800ED6F0	fn_800ED6F0	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: returns lbl_802822FD (set only by fn_800ED6E8 from CalendarScreen). No agreed name (calendar/special-event flag, rests on the CalendarScreen unit name).
800EC558	GameMode5	fn_800EC558	fn_800EC558	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: first medal m (0 best) whose rule/mark passes on the group totals (nScoring 0) or this hole (1), else 3. Later guess: GetMedal / EvaluateMedal. Comment fixed: "penalties" unsupported (n290 is the mode-8 per-hole score; the local is named nPen by us), rule 8 also needs nD8 <= mark, "round's" -> "group's" totals (lbl_8028230C.. are summed over the group), "n DD8" typo. EA bug notes untouched (both confirmed).
800EC4F0	GameMode5	fn_800EC4F0	fn_800EC4F0	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: 1 if the profile's nTourCardLevel >= 1 and no aMedal[0..28] is 3. Later guess: HasAllChallengeMedals. "TOUR card" rests on the field name.
800EC1E0	GameMode5	fn_800EC1E0	fn_800EC1E0	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: pfnEndGame hook: saved EndGame, then (not RTE) medal -> best medal/date saved, message, money reward 0x6F/0x70/0x71, bonuses 0x1C (fn_800ED6F0 flag) and 0xC (fn_800EC4F0). Later guess: EndGame hook / AwardChallengeMedal. aOut inline comment: ok.
800EC544	GameMode5	fn_800EC544	fn_800EC544	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: lbl_80281664 = list, lbl_80281668 = count; RTE passes its 111-entry list. Later guess: SetChallengeList. challenge.h:70 prototype "// play from another list (mode 24's)": ok.
800EC550	GameMode5	fn_800EC550	fn_800EC550	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: returns lbl_802822FC (1 from fn_800EAF7C, 0 from fn_800EAD6C); gate in every mode. Later guess: IsChallengeActive (L1 IsChallengeMode).
800ECA08	GameMode5	fn_800ECA08	fn_800ECA08	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: Game_GetMode() == 8. No guess. Comment fixed: "speed golf" rests on GameMode8.c's unaudited header, neither lane supports it here.
800ED028	GameMode5	fn_800ED028	fn_800ED028	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: entry i's target strokes (mode 0 only) by nTargetKind + nHoleKind, the same scheme fn_800EAF7C seeds. Later guess: GetChallengeTarget. Inline k/h notes: ok.
800ECF9C	GameMode5	fn_800ECF9C	fn_800ECF9C	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: sum of fn_800ED028 over the current entry's group; argument unused. Later guess: GetGroupTarget.
800ECA34	GameMode5	fn_800ECA34	fn_800ECA34	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: k 0/1/2 -> last group entry's aMedal[2]/[1]/[0].nMark minus the whole group's target (0 for kind 1 / kind 7 in mode 0), -1 if the CURRENT entry's nRule is 0. Later guess: GetMedalMark (UI). Comment fixed: the target is the whole group's (fn_800ECF9C), not "so far".
800ED710	GameMode5	fn_800ED710	fn_800ED710	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: fn_80062D6C(18, p0) (message 18 with a player). Shared with GameMode8/13. No guess.
800ECBE4	GameMode5	fn_800ECBE4	fn_800ECBE4	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: fn_800ED710(0) when the mode is 8. No guess.
800ECC14	GameMode5	fn_800ECC14	fn_800ECC14	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	L2 only (lane 1 has no row for it): UI query, score against the target by mode (1 margin, 8 n290 total, 2 nD8, nDD8, else group strokes so far minus target so far). Reconciler read the code: agrees with L2. Later guess: GetScoreVsTarget. Comment fixed: "a count (mode 8)" -> the n290 total; target is "so far" (entries up to the current). Inline "i is the mode here" note: ok.
800ED280	GameMode5	fn_800ED280	fn_800ED280	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: text block + lbl_80203554[group's first entry].n0. Later guess: GetChallengeName (L2 med on name vs description). EA bug note untouched (confirmed: fn_800EAC94 returns 0).
800ED2C8	GameMode5	fn_800ED2C8	fn_800ED2C8	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: same with n4. Later guess: GetChallengeDescription. EA bug note untouched.
800ED5C8	GameMode5	fn_800ED5C8	fn_800ED5C8	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: pfnHoleFinished hook: 1 while restarting, else the saved one. Comment fixed: the saved test is the mode's own (lbl_8028231C), not "the challenge's" (fn_800EAF7C's comment uses "challenge's own" for this unit's hooks).
800ED508	GameMode5	fn_800ED508	fn_800ED508	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: counts list entries with nGroup == argument. Later guess: CountGroupChallenges.
800ED314	GameMode5	fn_800ED314	fn_800ED314	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: holes left: selected holes after the current one plus, for a multi-entry group, the holes of the other entries by nType; 0 if fn_800E5110. Later guess: GetHolesRemaining (both). Start entry looks inverted (see report); fake match note untouched.
800ED540	GameMode5	fn_800ED540	fn_800ED540	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: returns lbl_80282314 (1 on a group's first entry, from fn_800EAF7C); Swing consumes it. No agreed name (one-shot first-challenge flag).
800ED548	GameMode5	fn_800ED548	fn_800ED548	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: clears lbl_80282314. Pair of fn_800ED540.
800ED554	GameMode5	fn_800ED554	fn_800ED554	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: restart flag, b134, current = start entry, end turn, pfn224, fn_800E5714(2), reset scores, set up again (RTE or fn_800EAF7C). Later guess: RestartChallenge (L1 said QuitChallenge but described the same reset-to-start). Comment fixed: "from the pause menu" unsupported; the caller is GameUICommands fn_8008666C after GM_RestartHole.
800ED604	GameMode5	fn_800ED604	fn_800ED604	-	unnamed	fixed:1	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: pfn210 hook: while restarting calls fn_800E4D88 and clears the restart flag and b275; else the saved pfn210. Comment fixed: fn_800E4D88 sets lbl_80282281 (the end-of-round screen's "up" flag), so "the pending screen closes" was wrong; the saved callback is the mode's own. pfn210 caller is GM_HoleFinished_GameNotFinished (TW06).
800ED650	GameMode5	fn_800ED650	fn_800ED650	-	unnamed	ok	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: *pA/*pB/*pC = aMedal[2]/[1]/[0].nReward of entry i. Later guess: GetMedalRewards.
800ED688	GameMode5	fn_800ED688	fn_800ED688	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: entry i's nOpponents. Later guess: GetNumOpponents.
800ED69C	GameMode5	fn_800ED69C	fn_800ED69C	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: entry i's aOpponent[k] (k other than 0/1 -> slot 2). Later guess: GetOpponent.
800ED6E8	GameMode5	fn_800ED6E8	fn_800ED6E8	-	unnamed	none	Sonnet 5 (audit-l1-U)	Opus 5.5 (audit-l2-U)	Opus 5.5 (audit-rec-U)	2026-09-24	agreed: lbl_802822FD = v (CalendarScreen). Setter of the fn_800ED6F0 flag; no agreed name.
801730C8	Common/TagFile/TagFile	TagFile_SFIOError	TagFile_SFIOError	T2	kept	fixed:2	Sonnet 5 (audit-l1-R)	Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24	both lanes: 0 stays 0, else +100; wraps every SFIO result. Unit-level comments checked here: TagFile.c header (lines 1-9: records, sentinel, CRC32 + XOR cipher, map checksum written at TagFile_End; EASBStorage passes the XOR cipher) ok; error-code enum note ok; TagFileData line 59 eOperation list fixed (2 load / 4-5 delete were the old wrong names); .sbss/data-order and host-memory notes untouched. TagFile.h unit header fixed: no assert carries a TagFile_ function name (asserts name only _TagFile_pData, TAG_SENTINEL, TAG_BUFFERSIZE, TAG_ERROR_NONE, SFIO_ERROR_NONE and parameters), so every TagFile_ name here is ours (T2 at most)
80173110	Common/TagFile/TagFile	TagFile_CipherError	TagFile_CipherError	T2	kept	none	Sonnet 5 (audit-l1-R)	Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24	both lanes: +200 for cipher-interface results
80173158	Common/TagFile/TagFile	TagFile_ChecksumError	TagFile_ChecksumError	T2	kept	none	Sonnet 5 (audit-l1-R)	Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24	both lanes: +300 for checksum-interface results
801731A0	Common/TagFile/TagFile	TagFile_GetAlignment	TagFile_GetAlignment	T2	kept	ok	Sonnet 5 (audit-l1-R)	Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24	both lanes: per buffer type (0,2,3: 0x20/0x2000; 1: 0x20/0x200; 4: 4/1) address alignment and block size; EA's asserts name the outputs pAlignAddr/pAlignSize (parameters, not the function). 'Buffers' section header and the cmplwi matching note ok
8017336C	Common/TagFile/TagFile	TagFile_GetBufferSize	TagFile_GetBufferSize	T2	kept	ok	Sonnet 5 (audit-l1-R)	Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24	both lanes: (size + 12) rounded up to the type's block size, at least one block
80173448	Common/TagFile/TagFile	TagFile_GetHeader	TagFile_GetHeader	T2	kept	ok	Sonnet 5 (audit-l1-R)	Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24	both lanes: pBuffer - 12; with bVerify NULL unless it still holds TAG_SENTINEL
