# Where each function name came from and why. One row per applied name (tools: names
# pipeline, see docs/style.md "Names"). T1 verified, T2 strong, T3 provisional (the name
# keeps its address). codes: E1 EA text, E2 TW06 name confirmed, E3 wrapper, E4 named
# data, E5 role from named neighbours.
address	name	previous_name	tier	codes	evidence	purpose	proposed_by	reviewed_by	date
800AC91C	Voc_Render	fn_800AC91C	T1	E2b	L1: E2b(med), TW07 void Voc_Render(TVoice* pv, TVocMod* pmod) (locals pitch/dopitch/reverbon/flags), 2 args (voice, params), after StartStream in the order; L2: behaviour 'applies parameters to a voice each update: on first call starts the hardware voice with reverb per bA_6; sets volume/pan/aux, pitch' (guess AudVoice_Update). namecheck-ok: 'Render' is EA's word for pushing a voice's state to its hardware voice (audio, not graphics)	Passes a voice's settings on to its hardware voice, starting a voice just set up	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
800ACA5C	Voc_Pause	fn_800ACA5C	T1	E2b	L1: E2b(med), TW07 void Voc_Pause(TVoice* pv, bool on), same (voice, bool) args, after Render in the order; L2: behaviour 'passes bPause to the hardware pause call (unless bB_6)', guess AudVoice_Pause	Pauses or resumes a voice's hardware voice	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
800ACA94	Voc_Stop	fn_800ACA94	T1	E2b	L1: E2b(med), TW07 void Voc_Stop(TVoice* pv) (local TVoCore* pcore), one voice arg, after Pause; L2: behaviour 'stops its hardware voice, moves it to list 0, marks it stopped', guess AudVoice_Stop (high)	Lets a voice end: stops its hardware voice and moves it to list 0 (freed by Voc_Cycle)	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
800ACB28	Voc_Delete	fn_800ACB28	T1	E2b	L1: E2b(med), TW07 void Voc_Delete(TVoice* pv), after Stop; ours calls Voc_Stop, forgets the track and frees a stream's ARAM; L2: behaviour 'stops a voice, clears its callback, user data and index; stream voices also paused and their ARAM buffer freed', guess AudVoice_Release	Stops a voice at once: forgets its track and gives back its ARAM buffer	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
800ACB98	Voc_Cycle	fn_800ACB98	T1	E2b	L1: E2b(med), TW07 void Voc_Cycle() (0 args, pv/pnext locals), after Delete; L2: behaviour 'per-frame sweep of list 0: frees the ended voices, fires their callbacks, counts voices in use', guess AudVoice_Service (high)	Once a frame: frees the ended voices (telling their tracks) and counts the voices in use	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
800ACCF4	Voc_PauseAll	fn_800ACCF4	T1	E2b	L1: E2b(med), TW07 void Voc_PauseAll(bool on, bool spinupDelay), 2 bools, after Cycle; L2: behaviour 'pause/resume all voices ... stream voices get flag bB_6 when bStreams', guess AudVoice_PauseAll	Pauses or resumes every voice	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8006E67C	LI_vEulerAnglesRYP	fn_8006E67C	T1	E2b	L1: E2b(med), TW07 GoLighting.c static void LI_vEulerAnglesRYP(float y, float p, float r, float[4]* M), locals matY/matP/matR: 3 angles and a matrix (pointer and floats are in separate registers, so the order is not visible), 3 rotation matrices multiplied; L2: behaviour 'three identity matrices filled as rotations by fA about Y, fB about X, fC about Z, multiplied into pMtx' = yaw, pitch, roll (guess GoLighting_MakeRotation); only caller fn_8006EDC0	Builds pMtx from three rotations: yaw fA, pitch fB, then roll fC	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8009A928	GLW_vInitModule	fn_8009A928	T1	E2b	L1: E2b(med), TW07 Golf/SunFlare/GlowMgr.c (4 functions: InitModule, CloseModule, UpdateGlows, RenderGlows = our 8009A928/968/990/9CC in order) void GLW_vInitModule(int iNumberOfViewports), inlines ColGlow_SetCurrentList: ours takes nViews and calls fn_8009AA00(0); L2: behaviour 'in-game FX init: glow shader init, select glow queue 0, clear the fade list, init sun-flare for nViews views' (GO_vInitIG)	Sets the glows up for nViews views: glow queue 0, the fading nodes and the lens state	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8009A968	GLW_vCloseModule	fn_8009A968	T1	E2b	L1: E2b(low), GlowMgr.c's 2nd, void GLW_vCloseModule(), 0x28 bytes (ours is 0x28 too), called at the gomainloop shutdown site; L2: behaviour 'FX shutdown: sun-flare shutdown, fade shutdown, glow shader release' (mirror of GLW_vInitModule)	Shuts the glows down: lens state, fading nodes and glow shader	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8009A990	GLW_vUpdateGlows	fn_8009A990	T1	E2b	L1: E2b(med), GlowMgr.c's 3rd, void GLW_vUpdateGlows(int iViewportID), inlines ColGlow_ResetCurrentList: ours takes nView and calls fn_8009AA18 first; L2: behaviour 'per-view FX update: clears the glow queue, updates the sun flare for nView, steps fades by 1/60 s'	A frame of the glows for view nView: empty the queue, update the lens state, advance the fading nodes	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8009A9CC	GLW_vRenderGlows	fn_8009A9CC	T1	E2b	L1: E2b(low-med), GlowMgr.c's 4th, void GLW_vRenderGlows(int iViewportID), inlines LLMath_IdentityMat and RC_vSetRenderCtxTransformationMatrix: ours ends with fn_80013D9C(camera, NULL) (GoRenderCtx_Gc.c: NULL = the identity); L2: behaviour 'per-view FX draw: draws fades, draws queued glows, then restores the camera matrices; nView unused'. namecheck-ok: it draws: fn_80098938 draws the queued glows (GoShaderObject_Glows_Gc.c) and fn_8009B57C the fading nodes; the check cannot see it through their fn_ names	Draws the fading nodes and the queued glows, then resets the render camera's matrix	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8009AA00	ColGlow_SetCurrentList	fn_8009AA00	T1	E2b	L1: E2b(med), TW07 ColGlow.h void ColGlow_SetCurrentList(int32 theListIndex) (inline there; GLW_vInitModule inlines it, ours calls it with 0); L2: behaviour 'points the current glow queue pointer lbl_80281F80 at entry n of the queue array'	Makes glow queue n the one glows are queued on	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
8009AA18	ColGlow_ResetCurrentList	fn_8009AA18	T1	E2b	L1: E2b(high), TW07 ColGlow.h void ColGlow_ResetCurrentList() (inline there; GLW_vUpdateGlows inlines it, ours calls it first), 0 args; L2: behaviour 'sets the current glow queue's count to 0' (also Code800BA940's fn_800BAA50)	Empties the current glow queue	Sonnet 5 (audit-l1-AM) | Opus 5.5 (audit-l2-AM)	Opus 5.5 (audit-rec-AM)	2026-09-24
80078B84	FE_CrAP_IsCrazyHairColor	fn_80078B84	T1	E2b	L1: E2b(med), TW07 FE_CrAPUtils.c:823 bool FE_CrAP_IsCrazyHairColor(FE_CrAP_Asset_t*), one asset arg and bool return as ours; body is the 8 bright-colour stricmp chain ('White' shared); L2: fits, same colour list, and our order (this, FE_CrAP_IsCrazyHat, 80078D24) is TW07's 823/841/853	Whether a create-a-player hair asset is one of the 8 "crazy" bright colours (the random golfer builder)	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
80078D24	FE_CrAP_IsCrazyFaceHairColor	fn_80078D24	T1	E2b	L1: E2b(med), TW07 FE_CrAPUtils.c:853 bool FE_CrAP_IsCrazyFaceHairColor(FE_CrAP_Asset_t*), third of IsCrazyHairColor / IsCrazyHat / IsCrazyFaceHairColor; byte-identical twin of 80078B84; L2: fits, the same colour test used on the part after hair (15), TW07 line order matches our prototypes	The same "crazy colour" test for the facial-hair asset	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
800DC3A4	GameEffects_FieldOfViewChange	fn_800DC3A4	T1	E2+E2b	L1: E2b(med), TW07 GameEffects.c:1246 float GameEffects_FieldOfViewChange(), 0 args, float as ours; all 12 gocamscripts callers add it to a field of view; L2: fits, the FOV delta every camera script adds. TW06 gave the same name by position (comment)	The GameBreaker's extra field of view: 0 -> 20 degrees over 0.8 s	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
800DDFB4	GM_DoPreshotAnimation	fn_800DDFB4	T1	E2+E2b	L1: E2(med) TW06 and E2b(med) TW07 GameMode.c:1832 int GM_DoPreshotAnimation(PlayerNumber_t), same arg/return, callees Misc_RandFunc + obstruction check as ours (85% roll, terrain check); L2: fits, int decision with the 85% roll, obstruction check and excluded tee box; the Swing caller acts on it	Whether the golfer plays his pre-shot animation	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
800E45C0	GUI_GolfersTiedUIMessage	fn_800E45C0	T1	E2b	L1: E2b(med), TW07 GameUI.c:850 void GUI_GolfersTiedUIMessage(), 0 args as ours, among the GUI message-queue functions; ours queues message id 14; callers (7 game modes) are the tie/playoff paths; L2: fits, queues UI message 14 exactly when modes go to a playoff after a tie	Queues the "golfers tied" HUD message (playoff)	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
800632E4	CameraController_SetCameraMode	View_SetCamera	T1	E2+E2b	L1: E2b(high, 14 callees + 26 callers paired), TW07 GoCamCont.c:670 (controller, mode, player, viewID) = our 4 args, 25-way mode switch; L2: fits, switch over the camera mode init functions. TW06 strong gave the same name (docs/tw06-names.md); our hand name gives way to EA's	Switches a view's camera to a camera mode	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
80063B98	CameraController_FadeIn	fn_80063B98	T1	E2b	L1: E2b(med), TW07 GoCamCont.c:1298 FadeIn(controller, float* color, float time), 3 args (order differs), GameUI's caller passes a {0,0,0,1} colour; L2: fits, state 2 = the colour's alpha falls to 0 = fade in; FadeIn before FadeOut as ours	Fades the view in from a colour over fTime	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
80063BF4	CameraController_FadeOut	fn_80063BF4	T1	E2b	L1: E2b(med), TW07 GoCamCont.c:1314 FadeOut(controller, float* color, float time), right after FadeIn, same size, ours the twin of 80063B98 with state 1; L2: fits, state 1 = alpha rises to the colour = fade out	Fades the view out to a colour over fTime	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
8006421C	CameraController_ShakeCamera	CameraController_Shake	T1	E2b	L1: E2b(low, confirmed), TW07 GoCamCont.c:1648 ShakeCamera(controller), 1 arg, inlines Misc_RandFuncf as our 3 rand calls; jitters position by fF4*(rand-0.5); caller CameraController_Idle as in TW07; L2: fits, random jitter scaled by fF4, called from Idle	Shakes the camera (random jitter of its position)	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
8006C9EC	GO_vInitFE	fn_8006C9EC	T1	E2b	L1: E2b(med), TW07 GoMainLoop.c:1266 void GO_vInitFE(), 0 args, TW07 callees CA_spCreateCamera + SetCameraMode are ours; GoEntry runs it before switching to the front end; L2: fits, front-end bring-up (camera, frame buffer, subsystems) before the "frontend" mode	Brings up the front end (menus)	Sonnet 5 (audit-l1-AN) | Opus 5.5 (audit-l2-AN)	Opus 5.5 (audit-rec-AN)	2026-09-24
8000883C	Quat_Slerp	fn_8000883C	T1	E2b	L1: E2b, TW07 MathQuat.c 1st function void Quat_Slerp(float* Q1, float* Q2, float fFactor_p), our 1st too; 2 float* + float -> void; shortest-arc flip and small-angle linear fallback, inlines Quat_CalcCosine + sinf; L2: fits, result into Q2, SLERP_DELTA fallback	Spherical interpolation of two quaternions (skeleton and animation blending)	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800089D4	Quat_BuildFromMatrix	fn_800089D4	T1	E2b	L1: E2b, TW07 MathQuat.c 2nd, void Quat_BuildFromMatrix(float[4]* M, float* Q), our 2nd; trace method + largest-diagonal fallback, inlines sqrt; L2: fits, iNextIndex[3] table, sqrt, temp quat	Rotation matrix to quaternion	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80008BB8	Quat_EulerAngles	fn_80008BB8	T1	E2b	L1: E2b, TW07 MathQuat.c 3rd, void Quat_EulerAngles(fYaw, fPitch, fRoll, float* Q), our 3rd; 3 floats + 1 pointer; inlines Quat_IdentifyForMul/cosf/sinf = our all-zero identity path + sin/cos wrappers; L2: fits, yaw = Z, pitch = Y, roll = X	Three angles (yaw, pitch, roll) to quaternion	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80008EF0	Quat_GetNorm	fn_80008EF0	T1	E2b	L1: E2b, TW07 MathQuat.c 4th, float Quat_GetNorm(float* Q), our 4th; sum of squares; L2: fits, EA's "norm" is the squared norm that Quat_Invert divides by	Quaternion squared length	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80008F20	Quat_Invert	fn_80008F20	T1	E2b	L1: E2b, TW07 MathQuat.c 5th, void Quat_Invert(float* src, float* dest), locals tlOneOverNorm/tlNegOneOverNorm = our fScale pattern; L2: fits, conjugate * 1/norm	Quaternion inverse	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80008F9C	Quat_Conjugate	fn_80008F9C	T1	E2b	L1: E2b, TW07 MathQuat.c 6th, void Quat_Conjugate(float* src, float* dest), our 6th; negate x/y/z, keep w; L2: fits	Quaternion conjugate	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80008FCC	Quat_Multiply	fn_80008FCC	T1	E2b	L1: E2b, TW07 MathQuat.c void Quat_Multiply(Q1, Q2, Q), 3 float*; Hamilton product (TW07 has Add before Multiply, ours swapped); L2: fits, source-order swap is drift only	Quaternion product	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800090A0	Quat_Add	fn_800090A0	T1	E2b	L1: E2b, TW07 MathQuat.c void Quat_Add(Q1, Q2, Q), 3 float*; component-wise add of all 4; L2: fits	Quaternion sum	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800090E4	Quat_RotateVector	fn_800090E4	T1	E2b	L1: E2b, TW07 MathQuat.c 9th, void Quat_RotateVector(float* Q, float* src, float* dest), our 9th; locals cTempVectorQuat/cConjugateOfVectorQuatSrc = our aTmp/aConj, conjugate then two multiplies; L2: fits, conj(Q) x src x Q	Turns a vector by a quaternion (EA's convention: conj(q) v q)	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
8000914C	Quat_QuatToMatrix	fn_8000914C	T1	E2b	L1: E2b, TW07 MathQuat.c 10th, void Quat_QuatToMatrix(float* Q, float[4]* M), our 10th; 12 locals wx..z2 = ours one for one; L2: fits, same 12 locals	Quaternion to rotation matrix	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
8000923C	Quat_BuildFromVector	fn_8000923C	T1	E2b	L1: E2b, TW07 MathQuat.c 11th, void Quat_BuildFromVector(float* v, float* Q), our 11th; inlines Length3/IdentifyForMul/cosf/sqrt = our fn_80009744+fn_80009680, fn_80009710, fn_80009638; L2: fits, angle = |v|, identity below 0.001	Rotation vector (axis * angle) to quaternion	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800092F8	Quat_BuildFromVectorAndScale	fn_800092F8	T1	E2b	L1: E2b, TW07 MathQuat.c 12th, void Quat_BuildFromVectorAndScale(float* v, float* Q, float scale), same order as ours (pAxis, pOut, fAngle); no Length3 since the angle is passed in; L2: fits, scale = v's precomputed length	Rotation vector to quaternion with its length passed in	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800093AC	Legacy_Quat_BuildFromYaw	fn_800093AC	T1	E2b	L1: E2b, TW07 MathQuat.c 14th, void Legacy_Quat_BuildFromYaw(float fYaw_p, float* Q); inlines Quat_Clear/cosf/sinf = our zero + sin/cos, z axis; L2: fits, Z = yaw per Quat_EulerAngles	Quaternion of a yaw (z) rotation	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80009410	Legacy_Quat_BuildFromPitch	fn_80009410	T1	E2b	L1: E2b, TW07 MathQuat.c 15th, void Legacy_Quat_BuildFromPitch(float fPitch_p, float* Q), right after Yaw in both files, y axis; L2: fits	Quaternion of a pitch (y) rotation	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
80009474	Legacy_Quat_BuildFromRoll	fn_80009474	T1	E2b	L1: E2b, TW07 MathQuat.c 16th, void Legacy_Quat_BuildFromRoll(float fRoll_p, float* Q), right after Pitch in both files, x axis; L2: fits	Quaternion of a roll (x) rotation	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800094D8	Quat_ExtractEulerAngles	fn_800094D8	T1	E2b	L1: E2b, TW07 MathQuat.c 17th, void Quat_ExtractEulerAngles(float* Q, float* fYaw_p, float* fPitch_p, float* fRoll_p); locals tan_yaw/sin_pitch/tan_roll = our fTanA/fSinB/fTanC; L2: fits, atan/asin/atan	Quaternion to three angles (yaw, pitch, roll)	Sonnet 5 (audit-l1-AP) | Opus 5.5 (audit-l2-AP)	Opus 5.5 (audit-rec-AP)	2026-09-24
800A98B4	Trk_InitModule	fn_800A98B4	T1	E2b	L1: E2b (manual, no machine pair): TW07 HLAudTrack.c:161 bool Trk_InitModule(), 0 params as ours, size 0x19C vs 0xE8 (1.78x); allocs 32 tracks, pool, two lists, then the seq and stream inits via &&; sole caller GameAudio.c chains InitModule-shaped calls; L2: fits, allocates the 32 perfs, pool, lists, calls seq/stm module init; source order InsertSortWorldPerf(136) < InitModule(161) matches ours	Sets up the sound engine's 32-track pool and its two lists at boot	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800A9AC4	Trk_ExitSession	fn_800A9AC4	T1	E2b	L1: E2b (manual): TW07 HLAudTrack.c:255 void Trk_ExitSession(), empty 4 bytes, ours empty 4 bytes, 0 params; called in hlaudmovie's teardown next to other exit stubs; L2: fits, empty 4 bytes in TW07 too; our order InitModule, 800A9A50, this, Trk_Cycle follows TW07's 161/214-238/255/271	Empty end-of-session hook of the sound tracks	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800A9AC8	Trk_Cycle	fn_800A9AC8	T1	E2b	L1: E2b (manual): TW07 HLAudTrack.c:271 void Trk_Cycle(), locals listID/pperflist/pperf/ptrk = our walk of both lists; ticks, renders or frees each track; sole caller hlaudemitter calls it each frame before Voc_Cycle; size 0x100 vs 0x1EC (1.9x); L2: fits, per-frame walk of both perf lists	Per-frame update of every playing sound track	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800A9D7C	Trk_FreePerf	fn_800A9D7C	T1	E2b	L1: E2b(low): TW07 HLAudTrack.c:453 TPerf* Trk_FreePerf(TPerf*); detaches, hard-stops voices (Trk_StopAllVoices), seq or stream (Stm_Exit, the machine pair's callee) teardown, back to the pool; returns 0; L2: fits, frees the perf and returns NULL (0) as ours	Frees a sound track and returns it to the pool	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800A9E7C	Trk_UpdatePerf	fn_800A9E7C	T1	E2b	L1: E2b(low): TW07 HLAudTrack.c:514 Trk_UpdatePerf(pemit, pperf, ptrk, trkID, manualstart, manualstop, distAttn): 7 params as ours, locals playing/retrig/shouldstart/shouldstop = our bPlaying/bRetrigger/bStart/bStop; calls Trk_Stop, alloc + Trk_Start, re-sorts; size 1.68x; L2: fits, params one-to-one, carryVar/carryRange = our kept n64/n68	Starts, stops or restarts a sound source's track as its priority changes	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800AA0D8	Trk_Start	fn_800AA0D8	T1	E2b	L1: E2b(low): TW07 HLAudTrack.c:612 void Trk_Start(TPerf*); clears the voice-param flags, starts the seq or stream (Stm_Start); called right after the alloc in Trk_UpdatePerf's start branch; size 2.4x; L2: fits	Starts a sound track playing	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800AA118	Trk_Stop	fn_800AA118	T1	E2b	L1: E2b(low): TW07 HLAudTrack.c:630 void Trk_Stop(TPerf*); releases the voices (Trk_StopAllVoices) or marks it stopped, detaches, seq/stream stop; size 1.68x; L2: fits	Stops a sound track (its voices fade out on their own)	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800AA1B8	Trk_StopAllVoices	fn_800AA1B8	T1	E2b	L1: E2b(low): TW07 HLAudTrack.c:662 Trk_StopAllVoices(TPerf* pperf, ETrkStopMode mode), locals ppv/ppvend/alldone = our ppVoice/ppEnd/bNone; bNow = mode (delete vs Voc_Stop); L2: fits, mode = bNow, alldone = bNone	Stops a sound track's voices, at once or with their release	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
800AA2A4	Trk_Tick	fn_800AA2A4	T1	E2b	L1: E2b(low): TW07 HLAudTrack.c:715 bool Trk_Tick(TPerf*); advances f4C, ticks the seq or stream (Stm_Tick, the machine pair's callee) and returns its result; L2: fits	Advances a sound track by one tick; false once it has ended	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
80028208	SKEL_CreateIKChain	fn_80028208	T1	E2b	L1: E2b (manual): TW07 skeleton_shared.c:825 static void SKEL_CreateIKChain(pSkeleton, pChain, pParams), 3 params as ours (model, chain, def); builds the links from the def via the bone-id lookup; only called per chain from SKEL_CreateIKSkeleton as in TW07; size 2.0x; L2: fits, builds links from params via bone-id lookup	Builds one IK chain of a golfer's skeleton from its setup	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
80028314	SKEL_CreateIKSkeleton	fn_80028314	T1	E2b	L1: E2b(low): TW07 skeleton_shared.c:851 TIKSkeleton* SKEL_CreateIKSkeleton(pSkeleton, pIKInit); allocs the IK data and a chain per def (SKEL_CreateIKChain), per-bone rotation sets, defaults, then SKEL_SetIKSolutionWeight(0) as the machine pair's callee; only caller SKEL_LoadFromMem; L2: fits	Makes the IK part of a golfer's skeleton (chains, per-bone IK rotations)	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
80028564	SKEL_LoadFromMem	fn_80028564	T1	E2b	L1: E2b(low): TW07 skeleton_shared.c:1034 SKEL_LoadFromMem(pData, pSkl, numExtraBones, pIKInit, leftHanded, bGenerate); memset + bone reads, IK skeleton from the defs, all-bones SKEL_TransformBones (the machine pair's memset and TransformBones callees); size 2.25x; the TW06 hint _HLBListAddChangeBuddy is contradicted (no list code); L2: fits, ours = TW07 minus the 2006-only pSkl/bGenerate; our b = leftHanded	Loads a character model's skeleton (bones, IK, dynamic chains) from file data	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
8002957C	SKEL_Free	fn_8002957C	T1	E2b	L1: E2b (manual): TW07 skeleton_shared.c:231 void SKEL_Free(TSkeleton*), inlines SKEL_FreeIKSkeleton = our call of 800284DC; frees bones, matrices, poses, dynamic chains, IK skeleton, model; size 1.6x; L2: fits, TW07 inlines SKEL_FreeIKSkeleton = our fn_800284DC	Frees a character model's skeleton	Sonnet 5 (audit-l1-AO) | Opus 5.5 (audit-l2-AO)	Opus 5.5 (audit-rec-AO)	2026-09-24
80064E2C	StaticCam_Init	fn_80064E2C	T1	E2b	L1: E2b(low), TW07 GoStaticCam.c:344 void StaticCam_Init(), 0 args, allocs the block, only caller GO_vInitIG as the pair says; L2: fits, allocates the block (GoStaticCam.c assert) and resets it	Allocates the static/fly-by camera block	Sonnet 5 (audit-l1-P04) | Opus 5.5 (audit-l2-P04)	Opus 5.5 (audit-rec-P04)	2026-09-24
80064E74	StaticCam_DeInit	fn_80064E74	T1	E2b	L1: E2b(low), TW07 :363 void StaticCam_DeInit(), reset then free + NULL, mirror of Init; L2: fits, reset + free block	Frees the static/fly-by camera block	Sonnet 5 (audit-l1-P04) | Opus 5.5 (audit-l2-P04)	Opus 5.5 (audit-rec-P04)	2026-09-24
80064EA4	StaticCam_Reset	fn_80064EA4	T1	E2b	L1: E2b(low), TW07 :380 void StaticCam_Reset(), zeroes counts, 10 path heads, frees pPaths; callers Init/DeInit/hole unload; L2: fits, clears counts/heads and frees path data	Forgets every static camera, fly-by camera and path	Sonnet 5 (audit-l1-P04) | Opus 5.5 (audit-l2-P04)	Opus 5.5 (audit-rec-P04)	2026-09-24
80064F7C	StaticCam_ChooseScript	fn_80064F7C	T1	E2b	L1: E2b(med), TW07 :429 (ePlayerID, event, dontShowGolfer, ignoreLink) = our 4 args, Misc_RandFunc pick, 4 GolfCamera callers; L2: fits, possibleScripts/scriptsFound/randomScript = our aFound/nFound/random pick	Picks a random static camera of a kind whose area holds the ball	Sonnet 5 (audit-l1-P04) | Opus 5.5 (audit-l2-P04)	Opus 5.5 (audit-rec-P04)	2026-09-24
8006509C	StaticCam_GetFlyByCam	fn_8006509C	T1	E2b	L1: E2b(low), TW07 :738 CameraChainLink* (int iRouteNum_p), inlines StaticCam_ParseFlybyCams = our one-time link pass; L2: fits, bool[10] disableGolferDraw = our abEnds[10], returns the route head	A fly-by path's first shot (links the paths on first use)	Sonnet 5 (audit-l1-P04) | Opus 5.5 (audit-l2-P04)	Opus 5.5 (audit-rec-P04)	2026-09-24
8006596C	StaticCam_SetupFlybyCameraPointers	fn_8006596C	T1	E2b	L1: E2b (own lookup, no machine row): TW07 :968 (cur, **prev, **next, **nextnext), size 0x88 = ours, same logic as inlined in 8006509C; L2: fits exactly	The shots before/after a fly-by shot for its spline	Sonnet 5 (audit-l1-P04) | Opus 5.5 (audit-l2-P04)	Opus 5.5 (audit-rec-P04)	2026-09-24
