kind	string	address	disc	in_tw04
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204D10	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SitDev/Headers/Shared/SitDevSituation.h	80204DA0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204E20	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80204EBC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	GloveOff	80204F0C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
name	GloveOn	80204F18	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802050C0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80205150	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802051E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	data/Load/%sLoad%d.gcb	802055B0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	data/%s/	802055C8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80205708	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s - %s	802057BC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802057C4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80205874	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	WARNING: CrAP Asset name is longer than %d characters	80205904	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/FE_CrAPDB.c	8020593C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	fwd_shaft	80205A0C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
name	fwd_grip	80205A18	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80205A58	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	tintmrhSkinColor	80205E08	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	tintmrhSkinTemp	80205E1C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/FE_CrAPUtils.c	80205E3C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80205E88	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80205F70	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020602C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/FE_LogoDesign.c	802060D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	CustomLogo	80206118	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206140	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/FE_Manager.c	80206234	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206298	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	data/movies/%s.%s	80206334	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
message	data/movies/%s/%s.%s	8020634C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
message	%sINTRO	802063CC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206410	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802064A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/FE_PlayNow.c	8020653C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206580	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s yds	80206624	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206640	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/FE_UserMgr.c	802066DC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206720	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/Gc/SwapDisc.c	802067C8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	data\%s	8020680C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206830	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80206950	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s "%s" %s	802069F0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
message	USER%d	80206B44	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207298	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020733C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s - %s	802073E8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/FrontEnd/GameMessages/FE_PGATourMessages.c	802073F4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207454	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802074F0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	trophy name %d %d	802075A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
message	date %d %d	802075B4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207658	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207860	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/Startup/startUp.c	802078F0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207930	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802079C0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/iStudio Runtime/FEgolferanim.c	80207C38	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207EB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80207F70	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/iStudio Runtime/FETextureMgr.c	80208000	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208088	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/iStudio Runtime/UI_LibraryResource.cpp	80208118	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020816C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/iStudio Runtime/UI_ScreenResource.cpp	802081FC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020825C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	WARNING: Trying to access out of bounds track %d, max %d	802082EC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208380	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020841C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802084C8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802086A4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80208734	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	Warning: UI_ProcessIS_TIB_CUSTOMDRAW has unhandled message %d	80208764	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208848	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/iStudio Runtime/uiProcessInterface.c	80208908	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802089C0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208B4C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/iStudio Runtime/uiTransform.c	80208C68	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208CBC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/UI Core/Common/UI_MemoryCard.cpp	80208D58	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208DBC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208E3C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s %s.	80208EE4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208F00	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%sData/Misc/Signat.sig	80208F9C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80208FC4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80209054	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Actors/VisualEntity.c	802090A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802090E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/AnimBlender.c	80209170	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209248	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802092D8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/char.c	802094D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%sdata\Char\CharStrm\CharTex\%02dalltex.fxg	80209528	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	mrhHdFreck	80209804	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	mrhFcFreck	80209810	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	frhHdFreck	8020981C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	mrhNkFreck	80209828	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	frhNkFreck	80209834	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209870	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/char_lighting.cpp	80209998	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209A10	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209AAC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	ERROR: Could not get anim by name %s, trying state.	80209B90	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209CB4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%sdata\Char\CharStrm\CharTex\%02dalltex.fxg	80209D5C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/char_tex_manager.c	80209D8C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209DFC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	EyeScale	80209E7C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	eyeScale	80209E88	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	GloveSwap	80209E94	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	PantsFlap	80209EA8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	SleeveFlap	80209EB4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	SleeveDrop	80209EC0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BreastAnimRate	80209ECC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	HairAnimRate	80209EDC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	HeightScale	80209EEC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	FillRight	80209FA8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	FillLeft	80209FB4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	KeySpec	80209FC4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80209FF4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/CharPart.c	8020A1A4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020A1EC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/CharSkyConditionTable.cpp	8020A300	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020A350	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/CharSliders.c	8020A3D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ALL_BONES	8020A444	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/CharTimeOfDayTable.cpp	8020A4B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/Decompress.c	8020A544	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020A9F8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/DynChain.c	8020AA88	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020ACC8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	tintmrhSkinTemp	8020AD4C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	tintmrhSkinColor	8020ADB4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020ADF0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020AE90	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/MTA.c	8020AF20	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020B058	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/mtalib.c	8020B11C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020B1AC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/salload.c	8020B23C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020B2B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/SKA.c	8020B59C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020B600	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	JustMissed	8020BAA0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s%s%s.%s	8020BBF0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/SKA_util.c	8020BC04	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020BC40	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/skalib.c	8020BCD0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%s\%s.ska	8020C128	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020C190	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Animation/Skeleton.c	8020C7A4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_driver	8020C844	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_putter	8020C850	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_iron3	8020C85C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_iron7	8020C868	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_wedge	8020C874	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_driver_break	8020C880	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_putter_break	8020C890	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_iron3_break	8020C8A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_iron7_break	8020C8B0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_wedge_break	8020C8C0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_driver_head	8020C8D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_putter_head	8020C8E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_iron3_head	8020C8F0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_iron7_head	8020C900	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ig_wedge_head	8020C910	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
